id,bug.id,treatment,temp.avg,temp.var,hs.temp,hs.num,date.died,date.hatch,date.ovp,time.ovp,num.ovp,suc.ovp,date.3,mass.3,date.in.hs,time.in.hs,time.hs,tths1.ovp,date.out.hs,time.out.hs,date.4,mass.4,date.5,mass.5,date.em,instar.em,bled.em,mass.48em,num.em,num.coc,num.fail.spin,date.ecl,num.ecl,num.unem,load,date.end,mass.end,mongo.age,mongo.mass,instar.end,diss.wasp,diss.wasp.stage,mel,wand,pup,gen.notes,diss.notes
169,25.10_para_42.3_169,para,25,10,42,3,,2/8/18,2/13/18,8:39,1,,2/13/18,55.11,2/13/18,8:45,13:00,4:21,2/15/18,20:10,2/17/18,317.56,2/21/18,1447.71,,,,,0,,,,,,0,3/7/18,14507.44,1,1,5,,,,,,mass 4 and 5 taken in pm,
170,25.10_para_42.4_170,para,25,10,42,4,,2/8/18,2/13/18,8:42,2,,2/13/18,69.41,2/13/18,8:45,13:00,4:18,2/16/18,19:12,2/16/18,228.93,2/20/18,847.68,,,,,0,,,,,,0,3/6/18,9303.27,1,0,5,,,,,,mass 4 and 5 taken in pm,
171,25.10_para_42.2_171,para,25,10,42,2,,2/8/18,2/13/18,8:36,2,,2/13/18,45.61,2/13/18,8:45,13:00,4:24,2/14/18,19:20,2/17/18,227.95,2/21/18,1284.67,,,,,0,,,,,,0,3/7/18,7098.13,1,0,5,,,,,,mass 5 taken in pm,
172,25.10_para_40.4_172,para,25,10,40,4,,2/8/18,2/13/18,8:30,1,,2/13/18,67.97,2/13/18,8:45,13:00,4:30,2/16/18,19:12,2/16/18,161.5,2/20/18,977.01,,,,,0,,,,,,0,,,,,,,,,1,,mass 4 and 5 taken in pm. wandered 3/3/18. Mass: 11427.43. frozen for dissection,
173,25.10_para_40.1_173,para,25,10,40,1,,2/8/18,2/13/18,8:18,1,,2/13/18,71.29,2/13/18,8:45,13:00,4:42,2/13/18,19:00,2/16/18,150.63,2/20/18,814.05,,,,,0,,,,,,0,3/6/18,1444.49,1,0,5,,,,,,mass 5 taken in pm,
174,25.10_para_40.3_174,para,25,10,40,3,,2/8/18,2/13/18,8:25,1,,2/13/18,69.84,2/13/18,8:45,13:00,4:35,2/15/18,20:10,2/16/18,167.91,2/20/18,578.2,2/27/18,5,0,1018.09,1,0,1,,,,1,,,,,,1,all,1,,,mass 4 and 5 taken in pm,"wasp larvae were at all stages, from 2nds close to emergence to small 1sts. Did see large mel plaques. "
175,25.10_para_40.2_175,para,25,10,40,2,,2/8/18,2/13/18,8:20,1,,2/13/18,50.27,2/13/18,8:45,13:00,4:40,2/14/18,19:20,2/17/18,343.86,2/21/18,1318.93,,,,,0,,,,,,0,3/7/18,2577.84,1,0,6,,,,,,mass 4 and 5 taken in pm. molted into 6th 2/27/18; mass = 2002.15,
176,25.10_para_0.0_176,para,25,10,0,0,,2/8/18,2/13/18,8:16,1,,2/13/18,35.59,,,,,,,2/17/18,196.72,2/22/18,934.32,2/28/18,5,0,3008.62,93,59,34,3/6/18,13,,93,,,,,,,,,,,removed cuticle from 4-5th prolegs after molt to 3rd. mass 5 taken in pm,
177,25.10_para_42.4_177,para,25,10,42,4,,2/8/18,2/13/18,8:41,1,,2/13/18,44.24,2/13/18,8:45,13:00,4:19,2/16/18,19:12,2/16/18,209.37,2/20/18,731.41,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 4 and 5 taken in pm. wandered 3/3/18. Mass: 8297.92. put in pupae box. pupated fully, but not well--wing section short and malformed. frozen 3/27/18",
178,25.10_para_0.0_178,para,25,10,0,0,,2/9/18,2/13/18,9:32,1,,2/13/18,47.35,,,,,,,2/17/18,250.55,,,2/25/18,4,0,599.62,13,10,3,3/4/18,10,,13,,,,,,,,,,,,
179,25.10_para_42.1_179,para,25,10,42,1,,2/9/18,2/13/18,9:22,1,,2/13/18,51.85,2/13/18,9:35,13:00,3:38,2/13/18,19:00,2/17/18,280.36,,,,,,,0,,,,,,0,3/14/18,1025.09,1,0,4,,,,,,mass 4 taken in pm,
180,25.10_para_42.2_180,para,25,10,42,2,,2/9/18,2/13/18,9:20,1,,2/13/18,51.59,2/13/18,9:35,13:00,3:40,2/14/18,19:20,2/18/18,338.54,2/22/18,1548.3,,,,,0,,,,,,0,3/8/17,3268.98,1,0,5,,,,,,mass 5 taken in pm,
181,25.10_para_42.3_181,para,25,10,42,3,,2/9/18,2/13/18,9:25,1,,2/13/18,43.33,2/13/18,9:35,13:00,3:35,2/15/18,20:10,2/16/18,248.68,2/21/18,1357.73,,,,,0,,,,,,0,,,,,,,,,1,1,mass 4 and 5 take in pm. wandered 2/27/18; mass = 10024.57. put in pupae box,
182,25.10_para_42.4_182,para,25,10,42,4,3/6/18,2/9/18,2/13/18,9:28,1,,2/13/18,46.73,2/13/18,9:35,13:00,3:32,2/16/18,19:12,2/19/18,198.07,2/23/18,509.63,,,,,0,,,,,,0,,,,,,,,,,,mass 5 taken in pm. removed cuticle from 5th prolegs after molt to 5th. bled during molt. ,
183,25.10_para_42.1_183,para,25,10,42,1,,2/9/18,2/13/18,9:21,1,,2/13/18,42.79,2/13/18,9:35,13:00,3:39,2/13/18,19:00,2/18/18,261.42,,,2/27/18,4,1,763.52,1,0,1,,,,1,,,,,,,,,,,,
184,25.10_para_42.2_184,para,25,10,42,2,,2/9/18,2/13/18,9:18,1,,2/13/18,46.86,2/13/18,9:35,13:00,3:42,2/14/18,19:20,2/17/18,210.48,2/22/18,831.67,,,,,0,,,,,,0,,,,,,,,,1,,"mass 4 and 5 taken in pm. wandered 3/8/17, mass=12074.45. frozen for dissection. looks like a mongo but wandered.",
185,25.10_para_42.3_185,para,25,10,42,3,,2/9/18,2/13/18,9:24,1,,2/13/18,44.56,2/13/18,9:35,13:00,3:36,2/15/18,20:10,2/18/18,274.37,2/26/18,806.14,,,,,0,,,,,,0,3/12/18,10928.03,1,0,5,,,,,,,
186,25.10_para_42.4_186,para,25,10,42,4,,2/9/18,2/13/18,9:26,1,,2/13/18,45.45,2/13/18,9:35,13:00,3:34,2/16/18,19:12,2/17/18,144.51,2/21/18,968.27,,,,,0,,,,,,0,3/7/18,12287.77,1,0,5,,,,,,head capsule damaged during ovp. mass 4 and 5 taken in pm,
187,25.10_para_40.4_187,para,25,10,40,4,,2/9/18,2/13/18,9:35,1,,2/13/18,55.87,2/13/18,9:35,13:00,3:25,2/16/18,19:12,2/16/18,329.77,2/20/18,1294.55,,,,,0,,,,,,0,3/6/18,3157.49,1,0,5,,,,,,mass 4 and 5 taken in pm,
188,25.10_para_40.3_188,para,25,10,40,3,,2/9/18,2/13/18,9:33,2,,2/13/18,44.58,2/13/18,9:35,13:00,3:27,2/15/18,20:10,2/17/18,353.25,2/20/18,910.35,,,,,0,,,,,,0,3/6/18,3029.69,1,0,5,,,,,,mass 5 taken in pm,
189,25.10_para_0.0_189,para,25,10,0,0,,2/9/18,2/13/18,9:30,1,,2/13/18,42.8,,,,,,,2/17/18,245.22,2/21/18,1690,,,,,0,,,,,,0,,,,,,,,,1,,mass 4 and 5 taken in pm. removed cuticle from 3rd-5th prolegs after molt to 5th. wandered 2/27/18; mass = 9485.45. frozen for dissection.,
190,25.10_para_40.1_190,para,25,10,40,1,,2/9/18,2/14/18,7:55,1,,2/14/18,54.15,2/14/18,8:10,13:00,5:05,2/14/18,19:20,2/17/18,225.95,2/22/18,1765.29,,,,,0,,,,,,0,,,,,,,,,1,,mass 5 taken in pm. wandered 2/27/18. Mass: 12750.31 frozen for dissection,
191,25.10_para_40.1_191,para,25,10,40,1,,2/9/18,2/14/18,7:54,1,,2/14/18,51.87,2/14/18,8:10,13:00,5:06,2/14/18,19:20,2/17/18,240.59,2/20/18,806.41,2/27/18,5,0,2359.54,8,5,3,3/5/18,4,,8,,,,,,,,,,,mass 4 and 5 taken in pm,
192,25.10_para_40.2_192,para,25,10,40,2,,2/9/18,2/14/18,7:56,1,,2/14/18,58.1,2/14/18,8:10,13:00,5:04,2/15/18,20:10,2/18/18,338.2,2/22/18,1833.95,,,,,0,,,,,,0,3/8/17,15307.48,1,1,5,,,,,,mass 5 taken in pm,
193,25.10_para_40.3_193,para,25,10,40,3,,2/9/18,2/14/18,7:58,1,,2/14/18,57.32,2/14/18,8:10,13:00,5:02,2/16/18,19:12,2/19/18,303.07,2/24/18,1161.1,,,,,0,,,,,,0,3/10/18,2627.46,1,0,5,,,,,,mass 4 and 5 taken in pm,
194,25.10_para_40.4_194,para,25,10,40,4,,2/9/18,2/14/18,7:59,1,,2/14/18,57.28,2/14/18,8:10,13:00,5:01,2/17/18,19:10,2/18/18,264.5,2/23/18,1611.69,,,,,0,,,,,,0,3/9/18,14032.04,1,1,5,,,,,,mass 5 taken in pm,
195,25.10_para_42.1_195,para,25,10,42,1,,2/9/18,2/14/18,8:02,1,,2/14/18,49.96,2/14/18,8:10,13:00,4:58,2/14/18,19:20,2/18/18,239.19,2/24/18,983.96,3/1/18,5,0,1829.86,7,6,1,3/7/18,5,,7,,,,,,,,,,,mass after em taken 3/4/18,
196,25.10_para_42.2_196,para,25,10,42,2,,2/9/18,2/14/18,8:04,1,,2/14/18,55.15,2/14/18,8:10,13:00,4:56,2/15/18,20:10,2/17/18,310.97,2/21/18,1506.14,,,,,0,,,,,,0,3/7/18,3818.59,1,0,5,,,,,,mass 5 taken in pm,
197,25.10_para_42.3_197,para,25,10,42,3,,2/9/18,2/14/18,8:05,1,,2/14/18,47.98,2/14/18,8:10,13:00,4:55,2/16/18,19:12,2/17/18,177.89,2/22/18,941.18,,,,,0,,,,,,0,3/8/17,11032.23,1,0,5,,,,,,mass 4 and 5 taken in pm,
198,25.10_para_42.4_198,para,25,10,42,4,,2/9/18,2/14/18,8:06,1,,2/14/18,44.78,2/14/18,8:10,13:00,4:54,2/17/18,19:10,2/17/18,230.16,2/21/18,980.14,,,,,0,,,,,,0,3/7/18,12168.42,1,0,5,,,,,,mass 4 and 5 taken in pm,
199,25.10_para_40.1_199,para,25,10,40,1,,2/9/18,2/14/18,8:34,1,,2/14/18,57.72,2/14/18,8:40,13:00,4:26,2/14/18,19:20,2/17/18,282.72,2/21/18,1133.42,2/28/18,5,0,2855.13,9,8,1,3/6/18,7,,9,,,,,,,,,,,mass 4 and 5 taken in pm,
200,25.10_para_40.2_200,para,25,10,40,2,,2/9/18,2/14/18,8:35,1,,2/14/18,60.82,2/14/18,8:40,13:00,4:25,2/15/18,20:10,2/18/18,302.8,2/22/18,1429.8,,,,,0,,,,,,0,3/8/17,13150.69,1,0,5,,,,,,mass 5 taken in pm,
201,25.10_para_40.4_201,para,25,10,40,4,,2/9/18,2/14/18,8:37,2,,2/14/18,54.7,2/14/18,8:40,13:00,4:23,2/17/18,19:10,2/18/18,286.38,2/22/18,1483.87,,,,,0,,,,,,0,3/8/17,4490.57,1,0,5,,,,,,mass 5 taken in pm,
202,25.10_para_42.3_202,para,25,10,42,3,,2/9/18,2/14/18,8:38,1,,2/14/18,60.25,2/14/18,8:40,13:00,4:22,2/16/18,19:12,2/18/18,251.52,2/23/18,1534.54,,,,,0,,,,,,0,3/9/18,14602.08,1,1,5,,,,,,mass 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th,
203,25.10_para_0.0_203,para,25,10,0,0,,2/9/18,2/14/18,8:39,1,,2/14/18,52.27,2/14/18,8:40,13:00,4:21,,,2/17/18,298.13,2/21/18,1578.83,2/27/18,5,0,3989.03,111,107,4,3/5/18,75,,111,,,,,,,,,,,mass 4 and 5 taken in pm,
204,25.10_para_40.3_204,para,25,10,40,3,,2/9/18,2/14/18,8:50,1,,2/14/18,49.21,2/14/18,8:52,13:00,4:10,2/16/18,19:12,2/17/18,219.08,2/21/18,1291.42,,,,,0,,,,,,0,3/7/18,2292.31,1,0,5,,,,,,mass 4 and 5 taken in pm,
205,25.10_para_40.4_205,para,25,10,40,4,,2/9/18,2/14/18,8:51,1,,2/14/18,57.47,2/14/18,8:52,13:00,4:09,2/17/18,19:10,2/18/18,312.52,2/23/18,1537.84,,,,,0,,,,,,0,3/9/18,14144.34,1,1,5,,,,,,mass 5 taken in pm,
206,25.10_para_40.1_206,para,25,10,40,1,,2/8/18,2/14/18,9:30,1,,2/14/18,46.84,2/14/18,9:38,13:00,3:30,2/14/18,19:20,2/17/18,242.05,2/21/18,684.95,2/27/18,5,0,1961.18,25,19,6,3/5/18,17,,25,,,,,,,,,,,mass 4 and 5 taken in pm,
207,25.10_para_40.2_207,para,25,10,40,2,,2/8/18,2/14/18,9:31,1,,2/14/18,46.51,2/14/18,9:38,13:00,3:29,2/15/18,20:10,2/18/18,257.61,2/23/18,1255.39,3/1/18,5,0,1750.92,1,0,1,,,,1,,,,,,,,,,,mass 5 taken in pm. mass after em taken 3/4/18,
208,25.10_para_40.3_208,para,25,10,40,3,,2/8/18,2/14/18,9:32,1,,2/14/18,44.12,2/14/18,9:38,13:00,3:28,2/16/18,19:12,2/17/18,209.83,2/21/18,1386.36,,,,,0,,,,,,0,3/7/18,11541.13,1,1,5,,,,,,mass 4 and 5 taken in pm,
209,25.10_para_40.4_209,para,25,10,40,4,2/17/18,2/9/18,2/14/18,9:33,1,,2/14/18,44.98,2/14/18,9:38,13:00,3:27,2/17/18,19:10,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
210,25.10_para_42.1_210,para,25,10,42,1,,2/9/18,2/14/18,9:34,3,,2/14/18,60.84,2/14/18,9:38,13:00,3:26,2/14/18,19:20,2/18/18,441.02,,,2/27/18,4,0,1502.64,8,8,0,3/5/18,8,,8,,,,,,,,,,,,
211,25.10_para_42.2_211,para,25,10,42,2,3/2/18,2/8/18,2/14/18,9:35,1,,2/14/18,44.55,2/14/18,9:38,13:00,3:25,2/15/18,20:10,2/20/18,245.01,2/26/18,1063.46,,,,,0,,,,,,0,,,,,,,,,,,,
212,25.10_para_42.3_212,para,25,10,42,3,,2/9/18,2/14/18,9:36,1,,2/14/18,53.6,2/14/18,9:38,13:00,3:24,2/16/18,19:12,2/18/18,204.36,2/22/18,929.78,,,,,0,,,,,,0,3/8/17,11855.91,1,0,5,,,,,,mass 5 taken in pm,
213,25.10_para_40.1_213,para,25,10,40,1,,2/9/18,2/14/18,11:33,1,,2/14/18,30.67,2/14/18,11:46,13:00,1:27,2/14/18,19:20,2/18/18,190.15,2/23/18,561.79,3/1/18,5,0,806.71,2,1,1,3/8/18,1,,2,,,,,,,,,,,mass 5 taken in pm. mass after em taken 3/4/18,
214,25.10_para_40.2_214,para,25,10,40,2,,2/8/18,2/14/18,11:34,1,,2/14/18,38.26,2/14/18,11:46,13:00,1:26,2/15/18,20:10,2/18/18,153.53,2/24/18,395.23,,,,,0,,,,,,0,3/10/18,585.57,1,0,5,,,,,,mass 5 taken in pm,
215,25.10_para_40.3_215,para,25,10,40,3,,2/8/18,2/14/18,11:35,1,,2/14/18,38.55,2/14/18,11:46,13:00,1:25,2/16/18,19:12,2/17/18,219.43,2/21/18,1304.47,,,,,0,,,,,,0,3/7/18,10659.38,1,0,5,,,,,,mass 4 and 5 taken in pm,
216,25.10_para_40.4_216,para,25,10,40,4,,2/9/18,2/14/18,11:37,1,,2/14/18,24.96,2/14/18,11:46,13:00,1:23,2/17/18,19:10,2/18/18,157.99,2/22/18,907.47,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 5 taken in pm. wandered 3/5/18; mass = 11436.96 . put in pupation box. pupated, but poorly. bled, and had wing pouch full of hemolymph. died as pupae. frozen 3/27/18",
217,25.10_para_42.1_217,para,25,10,42,1,,2/9/18,2/14/18,11:39,1,,2/14/18,37.24,2/14/18,11:46,13:00,1:21,2/14/18,19:20,2/18/18,169.62,2/22/18,626.41,2/28/18,5,0,1507.24,19,19,0,3/6/18,15,,19,,,,,,,,,,,mass 5 taken in pm,
218,25.10_para_42.2_218,para,25,10,42,2,,2/9/18,2/14/18,11:40,1,,2/14/18,44.46,2/14/18,11:46,13:00,1:20,2/15/18,20:10,2/18/18,192.18,2/22/18,868.13,,,,,0,,,,,,0,3/8/17,12756.16,1,0,5,,,,,,mass 5 taken in pm,
219,25.10_para_42.3_219,para,25,10,42,3,,2/9/18,2/14/18,11:42,1,,2/14/18,44.41,2/14/18,11:46,13:00,1:18,2/16/18,19:12,2/17/18,228.38,2/21/18,1480.53,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 4 and 5 taken in pm. removed cuticle from 4-5th prolegs after molt to 5th. wandered 2/28/18; mass = 9678.90. put in pupation box. pupated fully, but not well--wing section short and malformed. frozen 3/27/18",
220,25.10_para_42.4_220,para,25,10,42,4,,2/9/18,2/14/18,11:43,1,,2/14/18,57.82,2/14/18,11:46,13:00,1:17,2/17/18,19:10,2/17/18,264.01,2/22/18,1481.48,,,,,0,,,,,,0,3/8/17,15165.69,1,1,5,,,,,,mass 4 and 5 taken in pm,
221,25.10_para_42.4_221,para,25,10,42,4,,2/8/18,2/14/18,11:45,1,,2/14/18,57.8,2/14/18,11:46,13:00,1:15,2/17/18,19:10,2/17/18,212.03,2/22/18,947.34,,,,,0,,,,,,0,3/8/17,7816.25,1,0,5,0,0,1,,,mass 4 taken in pm. removed cuticle from 4-5th prolegs after molt to 4th,"found diffuse melanized plaques, no wasp larvae. took pictures"
222,25.10_para_40.4_222,para,25,10,40,4,,2/9/18,2/14/18,11:38,1,,2/14/18,28.61,2/14/18,11:46,13:00,1:22,2/17/18,19:10,2/17/18,76.86,2/21/18,483.97,,,,,0,,,,,,0,3/7/18,11682.12,1,0,5,,,,,,horn damaged at ovp. mass 4 and 5 taken in pm,
223,25.10_para_0.0_223,para,25,10,0,0,,2/9/18,2/15/18,8:07,2,,2/15/18,63.39,,,,,,,2/18/18,186.9,2/22/18,770.67,2/28/18,5,0,2804.23,87,81,6,3/7/18,71,35,122,,,,,,1,2,0,,,,"wasp larvae were all 2nds, mostly large 2nds ready to emerge, some that were early-mid. Could have been a first or two, but hard to tell. No mel. Scanty fat body--took image for example of control para fat body"
224,25.10_para_40.1_224,para,25,10,40,1,,2/9/18,2/15/18,8:09,1,,2/15/18,23.86,2/15/18,8:20,13:00,4:51,2/15/18,20:10,2/19/18,64.71,,,,,,,0,,,,,,0,3/14/18,267.06,1,0,4,,,,,,mass 4 taken in pm,
225,25.10_para_40.2_225,para,25,10,40,2,,2/10/18,2/15/18,8:10,1,,2/15/18,38.45,2/15/18,8:20,13:00,4:50,2/16/18,19:12,2/19/18,158.89,2/23/18,1071.55,,,,,0,,,,,,0,,,,,,,,,1,1,"mass 5 taken in pm. wandered 3/8/17, mass=12348.15. put in pupa box. pupated poorly--wing section severely deformed",
226,25.10_para_40.3_226,para,25,10,40,3,,2/10/18,2/15/18,8:12,1,,2/15/18,53.05,2/15/18,8:20,13:00,4:48,2/17/18,19:10,2/18/18,241.47,2/22/18,1729.14,,,,,0,,,,,,0,3/8/17,4098.49,1,0,5,,,,,,,
227,25.10_para_40.4_227,para,25,10,40,4,,2/10/18,2/15/18,8:13,1,,2/15/18,64.34,2/15/18,8:20,13:00,4:47,2/18/18,17:41,2/17/18,189.93,2/20/18,915.51,,,,,0,,,,,,0,,,,,,,,,1,,mass 5 taken in pm. Wandered 2/26/18; Mass = 8509.21. Froze for dissection.,
228,25.10_para_42.1_228,para,25,10,42,1,,2/10/18,2/15/18,8:15,1,,2/15/18,41.53,2/15/18,8:20,13:00,4:45,2/15/18,20:10,2/19/18,376.53,2/23/18,1240.52,3/1/18,5,0,2577.56,11,8,3,3/8/18,8,,11,,,,,,,,,,,mass 4 and 5 taken in pm,
229,25.10_para_42.3_229,para,25,10,42,3,,2/9/18,2/15/18,9:25,1,,2/15/18,59.21,2/15/18,9:27,13:00,3:35,2/17/18,19:10,2/18/18,230.16,2/22/18,1479.77,,,,,0,,,,,,0,3/8/17,6086.35,1,0,5,,,,,,mass 5 taken in pm,
230,25.10_para_42.4_230,para,25,10,42,4,,2/9/18,2/15/18,9:23,1,,2/15/18,45.44,2/15/18,9:27,13:00,3:37,2/18/18,17:41,2/19/18,189.98,2/23/18,1131.76,,,,,0,,,,,,0,3/9/18,10833.57,1,0,5,,,,,,mass 4 and 5 taken in pm,
231,25.10_para_40.1_231,para,25,10,40,1,,2/10/18,2/16/18,8:29,1,,2/16/18,75.86,2/16/18,8:37,13:00,4:31,2/16/18,19:12,2/20/18,217.76,2/25/18,924.67,,,,,0,,,,,,0,3/11/18,1854.53,1,0,5,,,,,,mass 5 taken in pm,
232,25.10_para_42.2_232,para,25,10,42,2,,2/10/18,2/16/18,8:30,1,,2/16/18,51.51,2/16/18,8:37,13:00,4:30,2/17/18,19:10,2/19/18,180.27,2/23/18,704.21,,,,,0,,,,,,0,3/9/18,2099.05,1,0,5,,,,,,mass 4 and 5 taken in pm,
233,25.10_para_40.1_233,para,25,10,40,1,,2/10/18,2/16/18,8:32,1,,2/16/18,21.14,2/16/18,8:37,13:00,4:28,2/16/18,19:12,2/19/18,62.34,2/24/18,182.46,,,,,0,,,,,,0,3/10/18,572.58,1,0,5,,,,,,mass 4 taken in pm,
234,25.10_para_40.2_234,para,25,10,40,2,,2/8/18,2/16/18,8:33,1,,2/16/18,42.92,2/16/18,8:37,13:00,4:27,2/17/18,19:10,2/19/18,209.02,2/23/18,1351.36,,,,,0,,,,,,0,3/9/18,6284.83,1,0,5,,,,,,mass 4 and 5 taken in pm,
235,25.10_para_40.3_235,para,25,10,40,3,,2/8/18,2/16/18,8:34,1,,2/16/18,70.71,2/16/18,8:37,13:00,4:26,2/18/18,17:41,2/19/18,200.88,2/23/18,796.6,,,,,0,,,,,,0,3/9/18,1313.77,1,0,5,,,,,,mass 4 and 5 taken in pm,
236,25.10_para_40.4_236,para,25,10,40,4,2/20/18,2/10/18,2/16/18,8:36,1,,2/16/18,49.36,2/16/18,8:37,13:00,4:24,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,was not taken out of heat shock on 4th day (2/19/18). discarded from expt,
237,25.10_para_42.1_237,para,25,10,42,1,,2/10/18,2/16/18,9:41,1,,2/16/18,41.06,2/16/18,9:43,13:00,3:19,2/16/18,19:12,2/20/18,141.41,2/27/18,468.83,3/6/18,5,0,748.63,1,0,1,,,,1,,,,,,,,,,,"mass 5 taken in pm. found half a cocoon, but no wasp larvae. maybe eaten?",
238,25.10_para_42.2_238,para,25,10,42,2,,2/9/18,2/16/18,9:42,1,,2/16/18,37.92,2/16/18,9:43,13:00,3:18,2/17/18,19:10,2/19/18,158.6,2/23/18,698.71,,,,,0,,,,,,0,3/9/18,3334.13,1,0,6,,,,,,"mass 5 taken in pm. molted into 6th 3/6/18, mass= 2885.19. removed cuticle from 4th proleg during molt to 6th.",
239,25.10_para_40.1_239,para,25,10,40,1,2/24/18,2/10/18,2/17/18,10:40,1,,2/17/18,41.75,2/17/18,10:41,13:00,2:20,2/17/18,19:10,2/21/18,44.92,,,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm. removed cuticle from 5th prolegs after molt to 4th,
240,25.10_para_42.1_240,para,25,10,42,1,,2/14/18,2/19/18,10:52,1,,2/19/18,55.52,2/19/18,11:05,13:00,2:08,2/19/18,19:22,2/24/18,234.43,,,3/6/18,4,0,985.5,3,1,2,3/14/18,1,,3,,,,,,,,,,,,
241,25.10_para_42.2_241,para,25,10,42,2,,2/14/18,2/19/18,11:07,1,,2/19/18,64.34,2/19/18,11:23,13:00,1:53,2/20/18,20:05,2/23/18,103.75,3/4/18,309.91,,,,,0,,,,,,0,3/18/18,309.83,1,0,5,,,,,,mass 4 taken in pm,
242,25.10_para_42.3_242,para,25,10,42,3,,2/14/18,2/19/18,11:26,2,,2/19/18,76.94,2/19/18,11:40,13:00,1:34,2/21/18,20:22,2/22/18,153.28,3/1/18,650.47,,,,,0,,,,,,0,3/15/18,12864.69,1,0,6,,,,,,mass 4 and 5 taken in pm. molted to 6th instar 3/7/18. Mass: 3061.35,
243,25.10_para_42.4_243,para,25,10,42,4,3/5/18,2/14/18,2/19/18,10:33,1,,2/19/18,72.65,2/19/18,10:50,13:00,2:27,2/22/18,20:45,2/22/18,127.92,3/2/18,401.96,,,,,0,,,,,,0,,,,,,,,,,,mass 4 taken in pm,
244,25.10_para_40.1_244,para,25,10,40,1,,2/13/18,2/19/18,11:42,2,,2/19/18,79.25,2/19/18,11:54,13:00,1:18,2/19/18,19:22,2/22/18,335.55,2/26/18,1213.17,3/5/18,5,0,3489.2,21,15,6,3/10/18,7,,21,,,,,,,,,,,mass 4 and 5 taken in pm,
245,25.10_para_40.2_245,para,25,10,40,2,,2/13/18,2/19/18,11:55,1,,2/19/18,39.02,2/19/18,12:16,13:00,1:05,2/20/18,20:05,2/22/18,308.55,2/26/18,1678.54,,,,,0,,,,,,0,3/12/18,16008.12,1,1,5,,,,,,mass 4 and 5 taken in pm,
246,25.10_para_40.3_246,para,25,10,40,3,,2/13/18,2/19/18,12:23,1,,2/19/18,44.59,2/19/18,12:41,13:00,0:37,2/21/18,20:22,2/22/18,325.25,2/26/18,1550.71,,,,,0,,,,,,0,3/12/18,12063.34,1,0,5,,,,,,mass 4 and 5 taken in pm,
247,25.10_para_40.4_247,para,25,10,40,4,,2/13/18,2/19/18,12:50,1,,2/19/18,41.4,2/19/18,13:04,13:00,0:10,2/22/18,20:45,2/22/18,224.42,2/26/18,1125.62,,,,,0,,,,,,0,3/12/18,14348.45,1,1,5,,,,,,mass 5 taken in pm,
248,25.10_para_42.1_248,para,25,10,42,1,,2/14/18,2/19/18,10:54,1,,2/19/18,62.95,2/19/18,11:05,13:00,2:06,2/19/18,19:22,2/23/18,110.61,,,3/6/18,4,0,290.51,1,0,1,,,,1,,,,,,,,,,,mass 4 taken in pm,
249,25.10_para_42.2_249,para,25,10,42,2,2/20/18,2/14/18,2/19/18,11:09,1,,2/19/18,24.99,2/19/18,11:23,13:00,1:51,2/20/18,20:05,,,,,,,,,0,,,,,,0,,,,,,,,,,,,
250,25.10_para_42.3_250,para,25,10,42,3,,2/14/18,2/19/18,11:27,1,,2/19/18,43.42,2/19/18,11:40,13:00,1:33,2/21/18,20:22,2/22/18,141.24,2/26/18,874.83,,,,,0,,,,,,0,3/12/18,4864.53,1,0,5,,,,,,mass 4 and 5 taken in pm,
251,25.10_para_42.4_251,para,25,10,42,4,,2/14/18,2/19/18,10:34,1,,2/19/18,42.5,2/19/18,10:50,13:00,2:26,2/22/18,20:45,2/23/18,297.95,2/28/18,1367.78,,,,,0,,,,,,0,,,,,,,,,1,,"mass 4 taken in pm. wandered 3/6/18, mass=10930.06. frozen for dissection.",
252,25.10_para_40.1_252,para,25,10,40,1,,2/13/18,2/19/18,11:43,1,,2/19/18,45.91,2/19/18,11:54,13:00,1:17,2/19/18,19:22,2/23/18,414.1,2/27/18,1726.99,3/5/18,5,0,3697.88,94,70,24,3/10/18,49,,94,,,,,,,,,,,mass 4 and 5 taken in pm,
253,25.10_para_40.2_253,para,25,10,40,2,,2/13/18,2/19/18,11:59,1,,2/19/18,46.82,2/19/18,12:16,13:00,1:01,2/20/18,20:05,2/21/18,218.37,2/25/18,993.25,3/8/18,5,0,1637.3,1,1,0,,,,1,,,,,,,,,,,mass 4 and 5 taken in pm. no wasp emergence after 19 days,
254,25.10_para_40.3_254,para,25,10,40,3,,2/13/18,2/19/18,12:26,1,,2/19/18,54.21,2/19/18,12:41,13:00,0:34,2/21/18,20:22,2/22/18,123.2,2/26/18,597.65,3/4/18,5,0,1988.87,21,17,4,3/10/18,14,,21,,,,,,,,,,,mass 4 and 5 taken in pm,
